TotalCharges,Month-to-month,One year,Two year,PhoneService,tenure
955.15,1,0,0,1,15
2162.6,1,0,0,1,22
44.7,1,0,0,1,1
1813.35,0,0,1,1,71
245.15,1,0,0,1,4
2028.8,1,0,0,1,25
2723.75,1,0,0,1,32
220.45,1,0,0,0,7
365.8,0,1,0,1,17
551.95,1,0,0,1,8
4054.2,0,0,1,1,56
45.7,1,0,0,1,1
832.35,1,0,0,1,8
112.3,1,0,0,1,7
60.65,1,0,0,1,3
5550.1,0,0,1,1,71
174.8,1,0,0,1,2
90.55,1,0,0,1,1
4733.1,1,0,0,1,49
4048.95,0,0,1,1,58
1359.7,1,0,0,0,44
4542.35,0,0,1,1,59
7532.15,0,0,1,1,71
69.9,1,0,0,1,1
888.65,1,0,0,1,11
6383.35,0,1,0,1,62
1916.0,0,1,0,1,35
413.0,1,0,0,1,20
808.95,0,0,1,1,40
1886.4,0,1,0,1,39
86.6,1,0,0,1,1
1679.25,0,0,1,1,72
2656.5,1,0,0,1,33
540.95,1,0,0,1,12
19.75,1,0,0,1,1
537.35,1,0,0,1,27
678.8,0,1,0,1,34
4513.65,0,0,1,1,56
1423.85,0,0,1,1,58
555.4,0,0,1,1,22
225.55,0,0,1,1,10
268.45,0,0,1,1,13
2917.5,1,0,0,1,35
2416.1,1,0,0,1,34
424.45,1,0,0,1,4
1492.1,0,0,1,1,72
132.4,1,0,0,1,2
660.9,1,0,0,1,7
1893.95,1,0,0,1,27
284.9,1,0,0,1,4
784.25,0,0,1,1,37
417.7,1,0,0,1,21
5016.25,0,1,0,1,53
1612.75,1,0,0,1,18
119.75,1,0,0,1,2
3204.65,1,0,0,1,32
485.2,0,1,0,1,23
160.85,1,0,0,1,3
4145.25,0,0,1,0,71
827.45,1,0,0,1,9
49.5,1,0,0,1,1
990.85,1,0,0,1,18
696.35,0,1,0,1,12
5585.4,0,0,1,1,71
1601.2,0,1,0,1,64
162.45,1,0,0,0,4
470.2,1,0,0,1,23
2066.0,1,0,0,1,39
1426.45,0,1,0,1,28
392.5,1,0,0,1,5
3861.45,1,0,0,1,45
2552.9,1,0,0,1,37
6668.35,0,0,1,1,60
819.4,1,0,0,1,8
4615.25,0,1,0,1,47
2070.6,1,0,0,1,26
273.75,1,0,0,1,3
3557.7,1,0,0,1,50
1957.1,1,0,0,1,27
729.95,1,0,0,1,8
1416.75,0,0,1,1,62
5924.4,0,0,1,1,71
1697.7,0,0,1,1,66
7849.85,0,0,1,1,68
649.4,1,0,0,0,13
4557.5,0,1,0,1,56
3013.05,1,0,0,1,38
1266.1,1,0,0,1,14
360.35,0,1,0,1,16
1046.5,1,0,0,1,14
2347.9,1,0,0,1,32
447.75,0,1,0,1,8
4209.95,1,0,0,1,43
3877.65,0,1,0,1,52
152.3,1,0,0,1,3
572.2,0,1,0,1,29
19.65,1,0,0,1,1
526.95,1,0,0,0,12
552.7,1,0,0,0,16
3208.65,0,1,0,1,40
210.75,1,0,0,0,5
3706.95,1,0,0,1,40
620.75,0,1,0,1,36
412.5,1,0,0,1,5
832.05,1,0,0,1,10
185.55,1,0,0,1,2
1943.2,1,0,0,1,23
505.9,0,1,0,1,26
8046.85,0,0,1,1,72
1815.3,1,0,0,1,34
612.95,1,0,0,1,10
795.15,0,1,0,1,14
2169.8,1,0,0,1,23
973.1,0,0,1,1,47
2210.2,1,0,0,1,24
4853.75,1,0,0,1,49
1055.9,0,1,0,1,20
144.55,1,0,0,1,2
91.1,1,0,0,1,2
1304.85,0,0,1,0,22
713.0,1,0,0,1,7
21.1,1,0,0,1,1
5580.8,1,0,0,1,59
1497.9,0,1,0,1,58
4527.45,1,0,0,1,41
4590.35,0,0,1,1,59
200.2,1,0,0,1,3
614.45,0,0,1,1,32
4564.9,1,0,0,1,46
2279.0,0,0,1,1,0
171.15,1,0,0,1,2
1012.4,0,1,0,1,52
940.35,1,0,0,1,13
1047.7,1,0,0,1,11
2766.4,1,0,0,1,32
1622.45,1,0,0,1,17
1129.35,1,0,0,1,16
5680.9,0,1,0,1,51
2243.9,0,1,0,1,29
4523.25,0,0,1,1,70
7159.7,0,0,1,1,71
2839.95,0,1,0,1,41
80.55,1,0,0,1,1
580.1,1,0,0,1,7
2178.6,0,1,0,1,25
6038.55,0,1,0,1,67
259.4,1,0,0,1,5
324.15,1,0,0,1,15
417.65,1,0,0,1,20
168.15,1,0,0,1,3
5637.85,0,1,0,1,54
839.4,0,1,0,1,42
769.1,1,0,0,1,9
6253.0,0,0,1,1,63
1641.8,0,0,1,1,69
1678.05,0,0,1,1,69
2058.5,1,0,0,1,40
2424.5,0,0,1,0,60
387.2,1,0,0,1,4
6293.45,0,0,1,1,71
2839.65,1,0,0,1,37
3145.9,1,0,0,1,32
2200.7,0,0,1,1,39
914.4,0,1,0,1,38
4577.75,0,0,1,1,52
4997.5,1,0,0,1,48
4144.8,0,0,1,0,70
1493.55,1,0,0,1,20
4179.1,0,1,0,1,50
893.55,0,1,0,0,19
1611.0,0,1,0,1,25
593.05,1,0,0,1,12
4284.8,1,0,0,1,39
544.55,1,0,0,1,7
1533.8,0,1,0,1,23
529.8,1,0,0,1,27
3865.6,1,0,0,1,47
515.75,0,0,1,1,26
941.0,1,0,0,1,14
1133.65,1,0,0,1,11
48.35,1,0,0,1,2
2070.05,1,0,0,1,26
8333.95,0,0,1,1,72
1209.25,0,0,1,1,63
1396.25,0,0,1,1,71
723.35,1,0,0,1,11
228.65,0,1,0,1,14
1161.75,0,0,1,1,13
98.35,1,0,0,1,6
775.3,1,0,0,1,11
1074.65,1,0,0,1,18
35.55,1,0,0,0,1
2324.7,1,0,0,1,32
1072.6,0,1,0,0,29
170.5,1,0,0,1,3
196.9,1,0,0,1,2
1162.85,1,0,0,1,13
1677.85,1,0,0,0,41
18.85,1,0,0,1,1
370.4,1,0,0,1,7
3410.6,0,1,0,1,52
1138.8,0,0,1,1,45
5264.25,0,0,1,1,70
1005.7,0,0,1,1,53
5936.55,0,1,0,1,62
5475.9,1,0,0,1,60
224.05,1,0,0,1,3
2326.05,1,0,0,1,23
31.35,1,0,0,0,1
4991.5,0,1,0,1,67
1052.4,1,0,0,1,12
5831.2,0,0,1,1,71
510.8,0,1,0,1,25
283.95,1,0,0,1,5
1295.4,0,1,0,1,26
19.65,0,1,0,1,1
3011.65,0,1,0,0,70
8093.15,0,0,1,1,72
5610.25,0,1,0,1,60
3217.65,1,0,0,1,32
19.85,1,0,0,1,1
773.2,0,1,0,1,14
1029.35,1,0,0,1,13
669.45,1,0,0,1,6
3593.8,0,0,1,1,46
1553.95,1,0,0,1,15
3953.15,1,0,0,1,43
1971.15,0,0,1,1,39
1236.15,1,0,0,1,21
3196.0,1,0,0,0,57
4872.2,0,1,0,1,53
1500.5,1,0,0,1,18
60.15,1,0,0,1,1
3478.75,0,1,0,1,58
7413.55,0,0,1,1,71
3532.0,0,1,0,1,35
256.75,1,0,0,1,3
3887.25,0,1,0,1,38
2490.15,0,0,1,1,35
593.45,1,0,0,1,7
3510.3,0,0,1,1,47
765.45,1,0,0,1,14
1259.35,1,0,0,1,20
5538.35,0,0,1,1,66
340.85,1,0,0,1,15
844.45,0,0,1,1,42
1348.95,1,0,0,1,17
3778.0,0,1,0,1,37
611.65,1,0,0,1,12
4867.95,0,1,0,1,53
1505.05,0,0,1,1,60
467.85,1,0,0,0,18
74.9,1,0,0,1,1
194.2,1,0,0,1,3
571.45,1,0,0,1,9
80.25,1,0,0,1,1
5253.95,0,1,0,1,56
1149.65,1,0,0,1,17
740.8,1,0,0,1,11
521.35,1,0,0,1,7
1412.65,0,0,1,1,69
1532.45,1,0,0,1,19
250.05,1,0,0,1,3
1090.6,0,0,1,1,54
1446.8,0,1,0,1,62
2282.55,1,0,0,1,24
4300.45,1,0,0,1,62
1111.2,1,0,0,1,17
190.1,1,0,0,0,9
4447.75,0,0,1,1,64
143.35,1,0,0,1,2
45.85,1,0,0,1,1
810.2,1,0,0,0,16
1830.05,0,0,1,1,72
2820.65,0,1,0,1,30
4847.35,1,0,0,1,49
4729.3,0,0,1,1,61
4017.45,1,0,0,1,47
1398.6,1,0,0,1,20
2564.3,1,0,0,1,34
1685.9,0,0,1,1,70
5826.65,0,1,0,1,54
6066.55,0,1,0,1,61
228.4,1,0,0,1,3
270.2,0,1,0,1,13
1529.2,1,0,0,1,16
168.6,1,0,0,1,3
536.35,1,0,0,1,25
1888.45,1,0,0,1,30
629.35,1,0,0,0,21
45.3,1,0,0,1,1
289.3,1,0,0,1,15
2117.25,1,0,0,1,23
4730.9,1,0,0,1,45
2033.05,0,1,0,1,24
987.95,1,0,0,1,11
45.05,1,0,0,1,1
5744.35,0,0,1,1,56
75.8,1,0,0,1,1
19.45,1,0,0,1,1
523.15,1,0,0,1,7
4805.3,0,0,1,1,55
59.05,1,0,0,0,2
6110.75,0,0,1,1,72
1596.6,0,1,0,0,45
1046.2,0,0,1,1,47
4424.2,0,1,0,1,46
92.75,1,0,0,1,2
194.55,1,0,0,1,2
612.1,1,0,0,1,12
6127.6,1,0,0,1,68
6671.7,0,0,1,1,69
5264.3,0,1,0,1,56
303.7,1,0,0,1,4
4818.8,0,0,1,1,64
6448.05,0,1,0,1,59
7159.05,0,0,1,1,62
1574.5,0,0,1,1,63
2879.2,0,1,0,0,53
86.05,1,0,0,1,5
4159.45,1,0,0,1,49
6638.35,0,0,1,1,62
3112.05,0,0,1,1,55
7168.25,0,0,1,1,71
1326.25,0,0,1,1,72
2234.55,0,1,0,0,36
495.15,0,1,0,1,25
8317.95,0,0,1,1,72
679.8,0,1,0,1,36
62.8,1,0,0,1,1
7544.0,0,0,1,1,72
1188.25,0,0,1,1,59
676.7,1,0,0,1,7
74.1,0,1,0,1,1
3242.5,1,0,0,1,30
1240.15,0,0,1,1,64
4111.35,0,1,0,1,63
5899.85,0,0,1,1,72
632.95,1,0,0,1,8
5193.2,0,0,1,1,62
7530.8,0,0,1,1,67
270.95,1,0,0,1,6
5460.2,0,0,1,1,70
1614.2,1,0,0,1,20
402.5,1,0,0,1,5
1367.75,0,1,0,0,24
483.7,1,0,0,1,11
7962.2,0,0,1,1,72
3810.8,0,0,1,1,66
3533.6,0,0,1,1,45
1396.9,0,0,1,1,69
1345.55,1,0,0,1,15
1646.45,1,0,0,1,28
8127.6,0,1,0,1,70
2680.15,0,1,0,1,36
1281.0,1,0,0,1,16
1553.9,1,0,0,1,18
3207.55,1,0,0,1,34
2049.05,0,1,0,0,42
3629.2,0,1,0,1,48
5124.55,1,0,0,1,47
3474.45,0,1,0,1,39
202.3,0,0,1,1,11
147.5,1,0,0,1,7
86.35,1,0,0,1,3
579.0,1,0,0,1,8
19.45,1,0,0,1,1
3131.55,0,1,0,1,32
3928.3,0,1,0,1,60
187.75,1,0,0,1,10
1710.15,0,0,1,1,71
76.35,1,0,0,1,4
69.25,1,0,0,1,1
2151.6,0,1,0,0,43
5961.1,0,1,0,1,59
1221.55,1,0,0,1,23
1496.45,0,0,1,1,72
1292.2,0,1,0,1,22
25.15,1,0,0,0,1
1713.1,0,0,1,1,69
1748.9,0,1,0,0,50
25.2,1,0,0,0,1
96.45,1,0,0,1,2
1114.55,1,0,0,1,15
609.1,0,0,1,1,31
20.15,1,0,0,1,1
7133.25,1,0,0,1,66
2279.0,0,0,1,0,0
169.45,1,0,0,1,3
141.6,0,0,1,1,8
4688.65,0,1,0,1,64
563.05,1,0,0,1,28
5985.0,0,1,0,1,57
1258.6,1,0,0,1,14
373.5,0,0,1,1,19
857.2,1,0,0,1,10
2553.35,1,0,0,0,51
4322.85,0,0,1,1,67
250.8,1,0,0,1,11
4549.05,0,0,1,0,72
1359.5,0,1,0,1,66
1639.3,1,0,0,1,18
178.85,1,0,0,1,9
633.85,1,0,0,1,9
5315.1,1,0,0,1,48
735.5,1,0,0,1,10
889.9,1,0,0,1,9
1290.0,1,0,0,1,13
330.05,1,0,0,1,4
237.95,1,0,0,1,4
6474.4,0,0,1,1,72
4421.95,0,0,1,1,51
2452.7,1,0,0,0,59
813.85,1,0,0,1,10
4904.85,1,0,0,1,61
4484.05,0,1,0,1,54
2033.85,1,0,0,1,33
538.2,0,0,1,1,27
79.2,1,0,0,1,1
2192.9,1,0,0,1,23
19.85,1,0,0,1,1
3858.05,0,0,1,1,45
854.8,0,0,1,1,39
347.4,0,1,0,1,5
5815.15,0,0,1,1,72
3970.4,1,0,0,1,58
3058.15,0,0,1,0,70
6145.2,0,1,0,1,61
129.2,1,0,0,1,2
1165.9,0,1,0,1,46
49.95,1,0,0,1,1
1554.0,1,0,0,1,22
4904.25,0,0,1,1,48
5632.55,0,0,1,1,64
1643.25,0,0,1,1,72
740.55,1,0,0,1,12
3217.55,1,0,0,1,34
4888.2,0,0,1,1,72
2440.25,1,0,0,1,29
620.55,0,1,0,1,33
20.35,1,0,0,1,1
6840.95,0,1,0,1,62
3001.2,0,1,0,1,41
6254.2,0,1,0,1,64
319.6,1,0,0,1,4
1938.05,1,0,0,1,24
294.5,0,1,0,1,14
58.3,1,0,0,1,3
442.85,1,0,0,1,4
553.0,1,0,0,0,18
546.45,1,0,0,1,8
797.1,0,0,1,1,35
76.0,1,0,0,1,1
1673.8,0,0,1,1,66
343.45,0,0,1,0,8
7412.25,0,1,0,1,71
4039.0,1,0,0,1,43
170.85,1,0,0,1,2
2948.6,1,0,0,1,29
1308.4,1,0,0,1,15
6078.75,0,0,1,1,65
3418.2,1,0,0,1,35
6603.8,0,1,0,1,64
3166.9,0,0,1,0,58
865.75,1,0,0,1,18
6373.1,1,0,0,1,67
1177.05,0,0,1,1,63
5985.75,1,0,0,1,60
732.5,1,0,0,1,9
7869.05,0,0,1,1,70
1504.05,1,0,0,1,15
936.7,0,1,0,1,48
741.4,1,0,0,1,12
6585.2,0,1,0,1,71
3122.4,1,0,0,1,44
50.45,1,0,0,1,1
1088.25,0,0,1,1,45
615.35,0,1,0,1,23
2908.2,0,1,0,1,43
739.9,1,0,0,1,35
593.85,1,0,0,1,9
1132.75,1,0,0,1,12
7227.45,1,0,0,1,65
193.6,1,0,0,1,2
1291.35,1,0,0,1,27
2023.55,0,1,0,1,40
349.65,1,0,0,1,5
153.95,0,1,0,1,8
5458.8,0,1,0,1,58
5244.45,0,1,0,1,52
154.55,1,0,0,1,3
4507.15,0,0,1,1,41
2031.95,1,0,0,1,20
50.05,1,0,0,1,1
332.45,1,0,0,1,4
473.9,1,0,0,1,23
106.8,1,0,0,1,6
152.6,1,0,0,1,8
1199.4,1,0,0,1,18
2555.05,1,0,0,0,52
2979.2,1,0,0,1,31
654.85,1,0,0,1,29
3834.4,0,0,1,1,36
1534.75,1,0,0,1,16
4586.15,0,1,0,1,42
20.55,1,0,0,1,1
5941.05,0,0,1,1,60
424.15,1,0,0,1,5
2234.95,1,0,0,1,22
666.75,0,1,0,1,36
281.0,1,0,0,1,4
547.8,1,0,0,1,9
74.6,1,0,0,1,1
571.15,1,0,0,1,12
1756.6,0,1,0,1,23
5731.45,0,1,0,1,62
3475.55,1,0,0,1,37
156.85,1,0,0,1,8
2683.2,1,0,0,1,31
896.75,1,0,0,1,13
2407.3,1,0,0,1,24
4456.65,1,0,0,1,45
6998.95,0,0,1,1,69
36.8,1,0,0,1,2
6547.7,0,1,0,1,61
4346.4,1,0,0,1,41
2265.0,0,1,0,0,44
1309.15,0,1,0,0,39
4754.3,0,0,1,0,72
1235.55,1,0,0,1,13
3562.5,0,1,0,1,51
7213.75,0,0,1,1,71
2082.95,1,0,0,1,22
102.75,1,0,0,1,2
5914.4,0,1,0,1,56
51.25,1,0,0,1,1
1282.85,0,1,0,1,23
4738.85,0,1,0,1,66
19.55,1,0,0,1,1
1775.8,1,0,0,1,19
795.65,1,0,0,1,11
145.0,0,1,0,1,8
4993.4,1,0,0,1,52
61.45,1,0,0,1,3
4018.55,1,0,0,1,51
1146.65,1,0,0,1,15
6081.4,1,0,0,1,64
1478.85,1,0,0,0,37
243.65,0,0,1,1,13
2633.95,0,1,0,1,49
4735.35,0,1,0,1,45
1247.75,1,0,0,1,18
74.7,1,0,0,1,1
3794.5,0,0,1,0,68
1008.7,0,0,1,1,54
2130.55,1,0,0,1,23
1313.55,1,0,0,1,17
5727.15,0,0,1,1,71
1372.9,0,0,1,1,67
1203.9,1,0,0,1,14
25.8,1,0,0,0,1
1215.1,0,0,1,1,63
2877.05,0,1,0,1,41
1579.7,1,0,0,1,17
5514.95,0,1,0,1,56
96.1,1,0,0,1,5
72.4,1,0,0,0,2
55.25,1,0,0,1,3
2443.3,0,1,0,1,37
1970.5,1,0,0,1,29
335.4,1,0,0,1,8
7002.95,1,0,0,1,63
158.95,1,0,0,1,7
293.15,1,0,0,1,3
1493.75,0,0,1,1,72
1093.4,1,0,0,1,19
1057.85,0,0,1,1,59
190.05,1,0,0,1,2
882.55,1,0,0,1,35
300.4,1,0,0,1,14
1025.95,1,0,0,1,14
1436.95,0,0,1,1,69
475.0,1,0,0,1,7
5388.15,0,0,1,1,69
5730.15,0,0,1,1,72
819.55,1,0,0,1,8
217.1,1,0,0,1,4
4896.35,1,0,0,1,63
1434.1,0,0,1,1,72
937.1,0,0,1,1,46
330.15,1,0,0,1,5
1474.9,1,0,0,1,30
6536.5,0,0,1,1,63
1128.1,0,0,1,1,60
6873.75,0,1,0,1,63
2199.05,1,0,0,1,25
45.85,1,0,0,1,1
457.1,1,0,0,1,6
566.5,0,0,1,1,22
2471.6,0,0,1,1,31
3107.3,1,0,0,1,39
518.3,1,0,0,1,26
5769.75,0,1,0,1,53
91.7,1,0,0,1,1
832.3,1,0,0,1,12
1555.65,1,0,0,1,16
45.3,1,0,0,1,2
1790.6,0,1,0,0,39
74.95,1,0,0,1,1
246.6,1,0,0,0,7
261.65,1,0,0,1,4
898.35,1,0,0,1,10
4509.5,1,0,0,1,55
5480.25,0,0,1,1,72
653.15,1,0,0,1,10
1183.05,1,0,0,1,11
639.45,1,0,0,1,15
478.75,0,0,1,1,23
20.05,1,0,0,1,1
127.1,1,0,0,1,3
4391.45,0,1,0,1,47
270.6,0,1,0,1,15
6710.5,1,0,0,1,66
3975.9,0,1,0,1,68
1704.95,0,1,0,1,17
415.95,1,0,0,1,7
950.2,1,0,0,1,12
1497.05,0,1,0,1,21
780.15,1,0,0,0,21
3512.15,0,1,0,1,56
273.25,1,0,0,1,6
3517.9,0,0,1,0,65
3375.9,0,1,0,1,42
7508.55,0,0,1,1,68
1245.05,0,0,1,1,48
5347.95,0,1,0,1,50
493.65,1,0,0,1,7
1263.85,0,0,1,1,63
385.55,1,0,0,1,17
3384.0,1,0,0,1,42
84.2,1,0,0,1,4
1638.7,0,0,1,1,62
165.4,1,0,0,1,2
120.25,1,0,0,1,2
4473.45,0,0,1,1,48
520.55,0,0,1,1,27
5717.85,0,0,1,1,70
88.8,1,0,0,1,1
4312.5,0,1,0,1,46
2755.35,1,0,0,1,30
994.55,1,0,0,1,15
6511.25,0,1,0,1,69
1218.65,0,0,1,1,65
7447.7,0,0,1,1,72
1169.35,1,0,0,1,13
279.5,0,1,0,1,17
5720.35,0,1,0,1,51
3121.45,0,0,1,1,51
6468.6,0,0,1,1,72
5918.8,0,1,0,1,67
675.6,1,0,0,1,34
3521.7,0,0,1,0,67
923.1,0,1,0,1,49
1110.35,0,0,1,1,53
1611.65,1,0,0,1,27
2293.6,1,0,0,1,23
5553.25,0,0,1,1,69
44.75,1,0,0,0,2
3029.1,1,0,0,1,35
3231.05,0,1,0,1,46
5129.45,0,0,1,1,54
5508.35,0,1,0,1,56
655.9,1,0,0,1,9
1191.2,1,0,0,1,20
866.4,1,0,0,1,11
2627.2,1,0,0,1,30
4741.45,0,0,1,1,68
4009.2,1,0,0,1,38
1463.45,1,0,0,1,17
5082.8,0,1,0,1,48
43.8,1,0,0,1,1
3707.6,0,0,1,0,63
220.45,0,1,0,1,3
1133.7,0,1,0,1,48
1983.15,0,1,0,0,66
5746.75,0,0,1,1,68
770.6,1,0,0,1,17
134.05,0,1,0,1,7
6230.1,0,0,1,1,72
573.05,1,0,0,1,29
3419.3,1,0,0,1,37
3587.25,1,0,0,1,34
3541.35,1,0,0,1,42
3801.3,0,1,0,1,59
868.5,1,0,0,1,11
4859.1,1,0,0,1,60
1439.35,1,0,0,1,27
85.8,1,0,0,1,1
79.1,1,0,0,1,1
592.75,1,0,0,0,17
1185.95,0,0,1,1,58
18.8,0,1,0,1,1
134.5,1,0,0,1,3
4921.2,1,0,0,1,53
901.25,1,0,0,1,35
5341.8,1,0,0,1,50
4859.95,0,0,1,1,68
1139.2,1,0,0,1,47
7082.45,1,0,0,1,65
324.6,1,0,0,1,5
4812.75,1,0,0,1,51
4399.5,1,0,0,1,46
663.55,1,0,0,1,9
174.65,0,0,1,1,8
321.7,0,1,0,1,14
5125.5,1,0,0,1,45
548.9,1,0,0,1,8
50.15,1,0,0,1,1
7031.3,0,1,0,1,66
5016.65,0,0,1,1,72
4594.95,1,0,0,1,41
611.45,0,0,1,1,23
2384.15,1,0,0,1,29
319.85,1,0,0,1,4
153.3,0,0,1,1,6
7035.6,0,1,0,1,67
344.2,1,0,0,1,7
1431.65,0,1,0,1,56
1849.2,0,0,1,1,72
6083.1,0,0,1,1,72
426.65,0,0,1,1,23
1655.35,1,0,0,1,35
1943.9,1,0,0,1,27
1616.15,1,0,0,1,26
314.95,0,1,0,1,12
804.85,0,0,1,1,40
465.7,1,0,0,0,7
6669.05,1,0,0,1,70
1161.75,0,0,1,1,60
947.75,0,1,0,0,39
8375.05,0,0,1,1,72
34.7,1,0,0,0,1
3770.0,0,1,0,1,54
264.8,1,0,0,1,3
4707.85,0,0,1,1,63
6152.4,0,0,1,1,71
958.1,0,1,0,1,42
943.0,0,0,1,1,47
6615.15,0,1,0,1,66
2200.25,1,0,0,1,21
425.1,1,0,0,0,11
99.75,1,0,0,1,1
5044.8,1,0,0,1,55
6743.55,0,0,1,1,69
196.4,1,0,0,1,3
299.7,1,0,0,1,4
2093.9,0,0,1,1,30
417.75,1,0,0,1,5
1725.4,0,0,1,1,71
1620.2,0,1,0,1,29
3169.55,1,0,0,1,52
5233.25,0,1,0,1,68
967.85,0,0,1,1,46
438.05,1,0,0,1,8
1421.9,0,0,1,1,72
323.15,0,1,0,1,17
318.6,1,0,0,1,3
163.7,1,0,0,1,2
639.65,1,0,0,1,9
2928.5,0,1,0,0,51
100.35,0,0,1,1,6
273.2,1,0,0,1,3
1608.15,1,0,0,1,17
1441.95,1,0,0,1,30
2168.15,1,0,0,1,31
3618.7,0,0,1,1,45
5692.65,0,1,0,1,64
59.85,1,0,0,1,1
69.6,1,0,0,1,1
5969.3,0,1,0,1,61
19.05,1,0,0,1,1
418.8,1,0,0,0,9
8100.55,0,0,1,1,72
19.5,1,0,0,1,1
313.45,1,0,0,1,7
6130.95,0,1,0,1,66
69.9,1,0,0,1,1
745.3,1,0,0,1,40
1212.1,1,0,0,1,16
183.75,1,0,0,1,2
1583.5,0,0,1,1,67
4162.05,0,1,0,1,41
1119.9,0,0,1,1,56
8013.55,0,0,1,1,72
264.85,1,0,0,1,3
1102.4,0,0,1,1,54
5832.0,1,0,0,1,52
4304.5,0,0,1,1,50
1178.4,1,0,0,1,14
1421.75,0,1,0,1,27
6827.5,0,0,1,1,72
4698.05,0,1,0,1,62
654.5,1,0,0,1,12
3268.05,0,1,0,1,44
4362.05,0,0,1,1,54
1386.9,0,0,1,1,68
415.4,1,0,0,1,20
2614.1,0,1,0,1,50
1513.6,0,0,1,1,58
3161.6,1,0,0,1,35
80.95,1,0,0,1,2
4676.7,0,0,1,1,63
6526.65,0,1,0,1,58
583.3,0,1,0,1,27
8078.1,0,0,1,1,71
3503.5,0,1,0,1,63
6669.45,1,0,0,1,71
4689.5,1,0,0,1,41
1201.15,1,0,0,1,13
143.65,1,0,0,1,2
1292.65,0,0,1,1,68
48.75,1,0,0,1,1
7108.2,0,0,1,1,65
1802.55,0,0,1,1,72
1505.15,1,0,0,1,28
1859.1,0,0,1,1,72
168.5,1,0,0,1,2
390.85,0,1,0,1,18
6339.45,0,1,0,1,60
1652.4,1,0,0,1,26
71.65,1,0,0,1,1
77.5,1,0,0,1,4
6392.85,0,0,1,1,68
3264.5,1,0,0,1,38
4599.15,0,1,0,1,42
1134.25,0,0,1,1,57
1621.35,1,0,0,0,54
947.3,1,0,0,1,12
2722.2,0,1,0,1,44
3058.3,1,0,0,1,42
1769.6,0,0,1,1,72
6293.75,0,0,1,1,71
1761.05,1,0,0,1,19
1642.75,1,0,0,1,23
578.5,0,0,1,1,30
954.9,0,1,0,1,35
973.25,1,0,0,1,10
43.85,1,0,0,1,1
1490.4,1,0,0,1,22
280.0,0,0,1,0,7
1901.25,0,0,1,0,36
716.4,1,0,0,1,34
4720.0,0,0,1,1,72
930.95,0,0,1,1,36
76.35,1,0,0,1,1
1676.95,1,0,0,1,23
2642.05,1,0,0,1,32
6770.85,0,1,0,1,71
1835.3,1,0,0,1,23
1588.25,0,1,0,1,17
75.5,1,0,0,1,1
258.35,0,0,1,1,12
1502.25,0,0,1,1,72
19.2,1,0,0,1,1
6929.4,0,0,1,1,72
4453.3,1,0,0,1,60
3244.4,0,0,1,0,61
323.45,1,0,0,1,6
2661.1,1,0,0,1,32
2697.4,1,0,0,1,31
1424.5,1,0,0,1,19
1401.15,0,0,1,1,72
1739.6,1,0,0,1,32
5931.0,1,0,0,1,65
2333.85,1,0,0,0,45
949.85,0,1,0,1,42
572.45,1,0,0,1,8
696.8,0,0,1,1,32
1381.8,1,0,0,1,22
2572.95,1,0,0,0,57
47.95,1,0,0,1,1
45.1,1,0,0,1,1
45.0,1,0,0,1,1
2122.45,1,0,0,1,24
20.05,1,0,0,1,1
4931.8,1,0,0,1,54
116.95,0,0,1,1,4
6937.95,0,0,1,1,65
1261.7,0,1,0,1,56
3273.8,1,0,0,1,45
1415.85,0,0,1,1,71
3958.2,0,1,0,1,59
2492.25,0,1,0,0,69
279.2,0,1,0,1,19
1083.0,0,0,1,1,55
755.5,0,1,0,1,38
402.6,1,0,0,1,10
3252.0,1,0,0,1,47
68.75,1,0,0,0,2
46.2,1,0,0,1,1
45.15,1,0,0,1,1
43.3,1,0,0,0,1
936.85,0,0,1,1,46
2250.65,1,0,0,1,38
3857.1,0,0,1,1,65
1441.1,1,0,0,1,19
4338.6,1,0,0,1,52
1378.45,0,0,1,1,71
45.95,1,0,0,1,1
2566.3,1,0,0,0,52
171.0,0,1,0,1,6
1597.4,0,1,0,1,26
4744.35,0,1,0,1,48
6721.6,0,1,0,1,64
247.25,1,0,0,1,3
44.05,1,0,0,1,1
1734.65,0,0,1,1,72
45.55,1,0,0,1,1
4539.35,1,0,0,1,51
804.25,0,0,1,1,41
5011.15,0,0,1,1,72
3574.5,0,0,1,1,43
8086.4,0,0,1,1,72
4563.0,0,1,0,1,47
6362.35,0,0,1,1,72
67.1,1,0,0,1,3
70.05,1,0,0,1,1
165.45,1,0,0,1,2
1156.55,1,0,0,0,26
1834.15,1,0,0,1,29
3653.35,1,0,0,1,35
1477.65,0,1,0,1,27
1706.45,1,0,0,1,24
3953.7,0,0,1,1,67
1194.3,1,0,0,1,16
1327.85,0,1,0,1,23
419.7,1,0,0,0,14
21.0,1,0,0,1,1
45.1,1,0,0,1,1
207.35,1,0,0,0,4
1083.7,1,0,0,1,16
2007.85,1,0,0,0,46
5882.75,0,0,1,1,68
2657.55,1,0,0,1,38
1527.5,1,0,0,1,30
378.4,1,0,0,1,5
1612.2,1,0,0,1,17
76.65,0,0,1,1,4
260.7,0,1,0,1,12
6441.85,0,0,1,1,72
266.8,1,0,0,1,3
5124.6,1,0,0,1,56
962.25,0,1,0,1,41
1382.9,0,1,0,0,40
571.05,1,0,0,1,7
1399.35,0,0,1,1,69
150.0,0,1,0,1,7
